millis, dt(10),fsr1,fsr1_calibrated,fsr2,fsr2_calibrated,fsr3,fsr3_calibrated,fsr4,fsr4_calibrated,fsr5,fsr5_calibrated,pos,vel,vel_filtered(exp=0.9),acc,acc_filtered(exp=0.9)
2087,0.096,-21,-16.7383,12,3.5396,15,0.9151,-9,-7.8922,-11,-7.1316,1.9765,0.0,0.0,0.0,-0.0
2097,0.096,-6,-16.7752,-3,3.4758,0,0.9334,-9,-7.905,4,-7.1267,1.9765,0.0,0.0,0.0,-0.0
2107,0.096,-21,-16.81,12,3.414,0,0.9523,-9,-7.9179,-11,-7.1207,1.9765,0.0,0.0,0.0,-0.0
2116,0.096,-21,-16.844,-18,3.353,15,0.9716,-9,-7.9308,-11,-7.1148,1.9765,0.0,0.0,0.0,-0.0
2125,0.095,-21,-16.8786,12,3.2913,0,0.9927,-9,-7.9437,-11,-7.1105,1.9765,0.0,0.0,0.0,-0.0
2136,0.097,-21,-16.9137,-18,3.229,0,1.0143,-9,-7.9567,-11,-7.1076,1.9765,0.0,0.0,0.0,-0.0
2145,0.095,-6,-16.948,-3,3.1649,15,1.0362,-9,-7.9697,-11,-7.1062,1.9765,0.0,0.0,0.0,-0.0
2155,0.096,-21,-16.9802,-3,3.0989,0,1.0598,-9,-7.9827,-11,-7.1062,1.9765,0.0,0.0,0.0,-0.0
2164,0.096,-21,-17.0116,12,3.0339,0,1.0837,-9,-7.9957,4,-7.1063,1.9765,0.0,0.0,0.0,-0.0
2173,0.095,-21,-17.0436,-3,2.9711,0,1.1067,-9,-8.0088,-11,-7.1051,1.9765,0.0,0.0,0.0,-0.0
2184,0.097,-6,-17.0749,-3,2.9092,0,1.1286,-9,-8.0218,-11,-7.1039,1.9765,0.0,0.0,0.0,-0.0
2193,0.096,9,-17.1014,-3,2.8468,0,1.1496,-9,-8.0349,4,-7.1029,1.9765,0.0,0.0,0.0,-0.0
2202,0.095,-21,-17.1221,27,2.7867,0,1.1696,-9,-8.0479,19,-7.0979,1.9765,0.0,0.0,0.0,-0.0
2212,0.096,-6,-17.1395,-18,2.73,0,1.1887,-9,-8.0609,-11,-7.0879,1.9765,0.0,0.0,0.0,-0.0
2222,0.097,-6,-17.154,12,2.6742,0,1.2068,-9,-8.074,-11,-7.0769,1.9765,0.0,0.0,0.0,-0.0
2231,0.095,-6,-17.1641,-3,2.6191,0,1.2241,-9,-8.087,-11,-7.0676,1.9765,0.0,0.0,0.0,-0.0
2240,0.095,-21,-17.1714,12,2.5662,0,1.2404,-9,-8.0999,-11,-7.0599,1.9765,0.0,0.0,0.0,-0.0
2250,0.095,-21,-17.1785,12,2.5167,0,1.2559,-9,-8.1129,-11,-7.0537,1.9765,0.0,0.0,0.0,-0.0
2259,0.095,-6,-17.1854,-3,2.4704,0,1.2706,-24,-8.1271,-11,-7.0492,1.9765,0.0,0.0,0.0,-0.0
2270,0.097,-21,-17.1909,12,2.4261,0,1.2844,-9,-8.144,-26,-7.0474,1.9765,0.0,0.0,0.0,-0.0
2279,0.095,-21,-17.1962,-3,2.3837,0,1.2974,-9,-8.1619,-11,-7.0497,1.9765,0.0,0.0,0.0,-0.0
2288,0.095,-21,-17.2028,12,2.3432,0,1.3096,-9,-8.1798,-11,-7.0547,1.9765,0.0,0.0,0.0,-0.0
2298,0.096,-21,-17.2105,87,2.3124,0,1.321,-9,-8.1974,-11,-7.0609,1.9765,0.0,0.0,0.0,-0.0
2308,0.096,-21,-17.2193,-3,2.2976,-15,1.3304,-9,-8.2148,-11,-7.0684,1.9765,0.0,0.0,0.0,-0.0
2318,0.096,-21,-17.2293,-3,2.2893,0,1.3364,-9,-8.2321,-26,-7.0783,1.9765,0.0,0.0,0.0,-0.0
2327,0.096,-6,-17.239,72,2.2859,0,1.3404,-9,-8.2492,-11,-7.092,1.9765,0.0,0.0,0.0,-0.0
2336,0.096,-21,-17.2471,-3,2.294,0,1.3439,-9,-8.2661,-11,-7.108,1.9765,0.0,0.0,0.0,-0.0
2347,0.097,-21,-17.255,102,2.3158,0,1.3468,-9,-8.2828,-11,-7.125,1.9765,0.0,0.0,0.0,-0.0
2356,0.097,-21,-17.264,117,2.3641,0,1.3491,-9,-8.2993,4,-7.1416,1.9765,0.0,0.0,0.0,-0.0
2366,0.096,-21,-17.2741,-3,2.4396,0,1.351,-9,-8.3156,4,-7.1551,1.9765,0.0,0.0,0.0,-0.0
2375,0.096,-21,-17.2852,117,2.5322,0,1.3523,-9,-8.3318,-11,-7.1657,1.9765,0.0,0.0,0.0,-0.0
2384,0.096,-6,-17.2961,-3,2.6416,0,1.353,-9,-8.3477,-11,-7.176,1.9765,0.0,0.0,0.0,-0.0
2395,0.097,9,-17.3027,-3,2.7566,105,1.3626,6,-8.3622,-11,-7.1874,1.9865,0.1031,0.0928,0.9565,0.8609
2404,0.096,-21,-17.3038,-18,2.8652,0,1.3898,-24,-8.3752,-26,-7.2012,1.9765,0.0,0.0093,0.0,0.0861
2413,0.095,-21,-17.3035,12,2.9677,0,1.425,-9,-8.3893,-11,-7.2186,1.9765,0.0,0.0009,0.0,0.0086
2423,0.096,-21,-17.3046,-3,3.0666,0,1.4589,-24,-8.406,-11,-7.2381,1.9765,0.0,0.0001,0.0,0.0009
2433,0.097,-21,-17.3069,102,3.1714,0,1.4913,-9,-8.425,19,-7.2558,1.9765,0.0,0.0,0.0,0.0001
2443,0.096,-21,-17.3105,-3,3.2896,15,1.5236,-9,-8.4451,-11,-7.2692,1.9765,0.0,0.0,0.0,0.0
2452,0.096,-6,-17.314,-18,3.4105,15,1.5586,-9,-8.4648,-11,-7.2808,1.9765,0.0,0.0,0.0,0.0
2461,0.095,-21,-17.316,12,3.5246,0,1.596,6,-8.4829,4,-7.2921,1.9765,0.0,0.0,0.0,0.0
2471,0.096,-21,-17.3179,-18,3.6334,0,1.6331,-9,-8.4981,4,-7.3005,1.9765,0.0,0.0,0.0,0.0
2481,0.097,-21,-17.3211,-3,3.7356,-15,1.6675,6,-8.5104,-11,-7.306,1.9765,0.0,0.0,0.0,0.0
2490,0.095,-21,-17.3255,12,3.8329,0,1.6976,6,-8.5186,-11,-7.3113,1.9765,-0.1053,-0.0947,-1.9739,-1.7765
2500,0.096,-6,-17.3298,-3,3.9278,0,1.7251,-9,-8.5228,-11,-7.3178,1.9765,0.0,-0.0095,0.0,-0.1777
2509,0.096,-21,-17.3326,12,4.0204,0,1.7513,-9,-8.5257,-11,-7.3254,1.9765,0.0,-0.0009,0.0,-0.0178
2520,0.097,-21,-17.3353,-18,4.1094,0,1.7761,6,-8.5274,-26,-7.3354,1.9765,0.0,-0.0001,0.0,-0.0018
2529,0.096,-21,-17.3393,87,4.2001,0,1.7997,6,-8.5253,-11,-7.3491,1.9765,0.0,-0.0,0.0,-0.0002
2539,0.096,-21,-17.3444,-18,4.2992,0,1.822,-24,-8.5208,-11,-7.365,1.9765,0.0,-0.0,0.0,-0.0
2548,0.096,-21,-17.3506,87,4.4062,0,1.8431,-9,-8.5179,-11,-7.3818,1.9765,0.0,-0.0,0.0,-0.0
2558,0.097,99,-17.3474,-18,4.521,15,1.8643,6,-8.5152,-11,-7.3994,1.9765,0.0,-0.0,0.0,-0.0
2568,0.097,-6,-17.3233,-18,4.634,0,1.8869,-9,-8.5101,-11,-7.4178,1.9765,0.0,-0.0,0.0,-0.0
2577,0.096,-21,-17.2878,-18,4.7362,0,1.9096,-9,-8.504,-11,-7.437,1.9765,0.0,-0.0,0.0,-0.0
2587,0.097,-21,-17.2533,-3,4.8289,0,1.931,-9,-8.4983,4,-7.4556,1.9765,0.0,-0.0,0.9767,0.879
2596,0.096,-6,-17.2197,-3,4.9152,0,1.9512,-9,-8.4929,-11,-7.4724,1.9765,0.0,-0.0,0.0,0.0879
2606,0.097,-21,-17.1857,-18,4.9951,15,1.9714,6,-8.4865,-11,-7.4886,1.9765,0.0,-0.0,0.0,0.0088
2616,0.096,-6,-17.1512,12,5.0688,0,1.9931,6,-8.4764,-11,-7.5056,1.9765,0.0,-0.0,0.0,0.0009
2625,0.096,-6,-17.1151,-3,5.139,0,2.0148,-9,-8.4629,-11,-7.5234,1.9765,0.0,-0.0,0.0,0.0001
2635,0.096,-6,-17.076,-3,5.2058,0,2.0353,-24,-8.45,-26,-7.5433,1.9765,0.0,-0.0,0.0,0.0
2644,0.096,9,-17.0328,-3,5.268,0,2.0545,-9,-8.4401,4,-7.5652,1.9765,0.0,-0.0,0.0,0.0
2654,0.096,-21,-16.9855,-3,5.3256,0,2.0724,-9,-8.4321,-11,-7.5864,1.9765,0.0,-0.0,0.0,0.0
2664,0.096,-6,-16.9369,-3,5.3788,0,2.0892,-9,-8.4245,-11,-7.6069,1.9715,-0.0521,-0.0469,-0.4883,-0.4395
2673,0.096,-21,-16.8884,12,5.4289,15,2.1061,-24,-8.4186,4,-7.6268,1.9765,0.0,-0.0047,0.0,-0.0439
2682,0.095,-21,-16.8412,-3,5.4775,0,2.1245,96,-8.4065,4,-7.6433,1.9765,0.0,-0.0005,0.0,-0.0044
2693,0.097,-6,-16.7955,-18,5.5217,0,2.1429,-9,-8.3778,4,-7.6554,1.9765,0.0,-0.0,0.0,-0.0004
2702,0.096,-21,-16.7498,-18,5.5579,0,2.1601,-9,-8.3408,-11,-7.6643,1.9765,0.0,-0.0,0.0,-0.0
2712,0.096,-6,-16.7042,12,5.5874,15,2.1774,-9,-8.305,-11,-7.6729,1.9765,0.0,-0.0,0.0,-0.0
2721,0.096,-21,-16.6586,12,5.6158,0,2.1962,-9,-8.2704,4,-7.6811,1.9765,0.0,-0.0,0.0,-0.0
2731,0.096,-21,-16.6145,-3,5.6444,0,2.215,-9,-8.237,-11,-7.6876,1.9765,0.0,-0.0,0.0,-0.0
2741,0.097,-21,-16.5731,-3,5.6705,0,2.2325,-9,-8.2048,-11,-7.6938,1.9765,0.0,-0.0,0.0,-0.0
2750,0.096,-6,-16.5329,-18,5.6916,-15,2.2474,-9,-8.1736,-11,-7.7009,1.9765,0.0,-0.0,0.0,-0.0
2760,0.096,-21,-16.4928,-3,5.7064,0,2.2585,-9,-8.1436,-11,-7.7091,1.9765,0.0521,0.0469,0.9766,0.8789
2769,0.096,-21,-16.454,-3,5.7164,0,2.2673,-9,-8.1147,4,-7.7169,1.9765,0.0,0.0047,0.0,0.0879
2779,0.097,-21,-16.4179,-18,5.7218,0,2.275,-9,-8.0868,-11,-7.723,1.9765,0.0,0.0005,0.0,0.0088
2789,0.096,-21,-16.3843,12,5.7227,15,2.283,-24,-8.0614,-11,-7.7287,1.9765,0.0,0.0,0.0,0.0009
2798,0.096,-21,-16.3532,72,5.7284,0,2.2926,-9,-8.0395,-11,-7.7355,1.9765,0.0,0.0,0.0,0.0001
2808,0.096,-21,-16.3245,-3,5.7454,0,2.3025,-9,-8.0199,4,-7.7419,1.9765,0.0,0.0,0.0,0.0
2818,0.097,-126,-16.3075,-3,5.7654,0,2.3113,-9,-8.0011,-11,-7.7467,1.9765,0.0,0.0,0.0,0.0
2827,0.096,-6,-16.3097,42,5.7858,0,2.3191,-9,-7.9832,-11,-7.7511,1.9765,0.0,0.0,0.0,0.0
2837,0.096,-21,-16.3201,-3,5.8105,-15,2.3246,-9,-7.9662,-11,-7.7566,1.9765,0.0,0.0,0.0,0.0
2846,0.096,-21,-16.3305,12,5.8367,0,2.3264,-24,-7.9512,4,-7.7618,1.9765,0.0,0.0,0.0,0.0
2855,0.095,-21,-16.3423,12,5.863,0,2.3261,-9,-7.9397,-11,-7.7653,1.9765,0.0,0.0,-0.4934,-0.4441
2866,0.097,-6,-16.3541,12,5.8908,15,2.3263,6,-7.9288,-11,-7.7686,1.9765,0.0,0.0,0.0,-0.0444
2875,0.096,-6,-16.3633,-3,5.9188,0,2.3282,-9,-7.9159,-11,-7.7729,1.9765,0.0,0.0,0.0,-0.0044
2885,0.096,-21,-16.37,-18,5.9428,-15,2.3294,-9,-7.9025,-11,-7.7782,1.9765,0.0,0.0,0.0,-0.0004
2894,0.096,-6,-16.3754,-3,5.9604,0,2.327,-9,-7.8898,-11,-7.7845,1.9765,0.0,0.0,0.0,-0.0
2904,0.096,-21,-16.3797,-18,5.9718,0,2.3226,-9,-7.8778,-11,-7.7918,1.9765,0.0,0.0,0.0,-0.0
2914,0.096,-21,-16.3842,12,5.9784,0,2.3174,-9,-7.8665,-11,-7.8,1.9765,0.0,0.0,0.0,-0.0
2923,0.096,9,-16.3875,-3,5.9831,0,2.3116,-9,-7.856,-11,-7.8091,1.9765,0.0,0.0,0.0,-0.0
2932,0.095,-21,-16.3871,12,5.987,0,2.3051,-9,-7.8461,-11,-7.8191,1.9765,0.0,0.0,0.0,-0.0
2942,0.096,-21,-16.3857,12,5.9917,15,2.2993,-9,-7.8368,-11,-7.83,1.9765,0.0,0.0,0.0,-0.0
2952,0.097,-21,-16.386,132,6.0089,0,2.2955,-9,-7.8283,-11,-7.8417,1.9765,0.0,0.0,0.0,-0.0
2962,0.096,-6,-16.3866,-3,6.0475,0,2.2923,-9,-7.8203,4,-7.8528,1.9765,0.0,0.0,0.0,-0.0
2971,0.096,-21,-16.3861,-18,6.0924,0,2.2884,-9,-7.813,-11,-7.8622,1.9765,0.0,0.0,0.0,-0.0
2980,0.095,-21,-16.386,-3,6.1303,0,2.2838,-24,-7.8076,-11,-7.8711,1.9765,0.0,0.0,0.0,-0.0
2991,0.097,-6,-16.3861,-3,6.1628,0,2.2785,-24,-7.8068,-11,-7.8808,1.9765,0.0,0.0,0.0,-0.0
3000,0.096,-21,-16.3853,-123,6.1806,0,2.2725,-24,-7.8116,4,-7.8901,1.9765,0.0,0.0,0.0,-0.0
3010,0.096,84,-16.3755,-18,6.1723,0,2.2659,-9,-7.8207,4,-7.8963,1.9765,0.0,0.0,0.0,-0.0
3019,0.096,-21,-16.3492,-3,6.1478,15,2.26,-9,-7.8313,-11,-7.8994,1.9765,0.0,0.0,0.0,-0.0
3028,0.096,-21,-16.316,-18,6.1181,0,2.2561,-9,-7.842,4,-7.901,1.9765,0.0,0.0,0.0,-0.0
3039,0.097,-6,-16.284,12,6.0847,0,2.2528,-9,-7.8528,-11,-7.9009,1.9765,0.0,0.0,0.0,-0.0
3048,0.096,-21,-16.2518,-3,6.0503,0,2.2488,-9,-7.8637,-11,-7.9006,1.9765,0.0,0.0,0.0,-0.0
3057,0.095,-21,-16.2209,12,6.0162,15,2.2454,-9,-7.8748,-11,-7.9014,1.9765,0.0,0.0,0.0,-0.0
3067,0.096,-21,-16.1925,-3,5.9825,0,2.244,6,-7.8847,4,-7.902,1.9765,0.0,0.0,0.0,-0.0
3077,0.097,-21,-16.1665,-3,5.9479,0,2.2432,-9,-7.892,-11,-7.901,1.9765,0.0,0.0,0.0,-0.0
3086,0.095,-21,-16.1428,102,5.9203,0,2.2415,96,-7.889,-11,-7.8998,1.9765,0.0,0.0,0.0,-0.0
3096,0.096,-6,-16.1202,-33,5.906,15,2.2405,-24,-7.8694,4,-7.8984,1.9765,0.0,0.0,0.0,-0.0
3105,0.095,-21,-16.0973,-108,5.8838,0,2.2413,-9,-7.844,-11,-7.8954,1.9765,0.0,0.0,0.0,-0.0
3116,0.097,-21,-16.0754,117,5.8484,0,2.2426,6,-7.8198,-11,-7.8924,1.9765,0.0,0.0,0.0,-0.0
3125,0.097,-6,-16.0544,42,5.8267,0,2.2432,-9,-7.7939,-11,-7.8905,1.9765,0.0,0.0,0.0,-0.0
3135,0.096,-21,-16.0332,-18,5.8196,0,2.2429,-9,-7.7679,-11,-7.8898,1.9765,0.0,0.0,0.0,-0.0
3144,0.096,-21,-16.0129,102,5.8201,0,2.2418,6,-7.7417,19,-7.8875,1.9765,0.0,0.0,0.0,-0.0
3153,0.096,-21,-15.9949,-3,5.8347,0,2.24,-9,-7.7139,-11,-7.8811,1.9765,0.0,0.0,0.0,-0.0
3164,0.097,-21,-15.9791,147,5.8681,0,2.2374,-24,-7.6873,-11,-7.8734,1.9765,0.0,0.0,0.0,-0.0
3173,0.096,-21,-15.9655,117,5.9344,0,2.2341,-9,-7.6646,-11,-7.8669,1.9765,0.0,0.0,0.0,-0.0
3183,0.097,-6,-15.9527,-18,6.0288,0,2.2301,-9,-7.6442,-11,-7.8617,1.9765,0.0,0.0,0.0,-0.0
3192,0.096,-21,-15.9394,102,6.1347,-15,2.2241,-9,-7.6248,4,-7.8565,1.9765,0.0,0.0,0.0,-0.0
3202,0.097,-21,-15.9269,-3,6.2517,0,2.2149,6,-7.6051,4,-7.8485,1.9765,0.0,0.0,0.0,-0.0
3212,0.096,-21,-15.9166,12,6.3729,15,2.2051,-24,-7.5851,4,-7.8366,1.9765,0.0,0.0,0.0,-0.0
3221,0.096,-6,-15.9069,-3,6.4902,0,2.1975,-9,-7.5675,-11,-7.8221,1.9765,0.0,0.0,0.0,-0.0
3230,0.095,-21,-15.8967,12,6.6038,0,2.1906,-9,-7.5521,-11,-7.8079,1.9765,0.0,0.0,0.0,-0.0
3240,0.096,-21,-15.8872,12,6.7149,15,2.1844,-9,-7.5377,-11,-7.7951,1.9765,0.0,0.0,0.0,-0.0
3250,0.097,-21,-15.8798,102,6.8329,0,2.1802,-9,-7.5241,-11,-7.7838,1.9765,0.0,0.0,0.0,-0.0
3260,0.096,-21,-15.8743,-3,6.9641,0,2.1768,-9,-7.5114,4,-7.7726,1.9765,0.0,0.0,0.0,-0.0
3269,0.096,-21,-15.8708,-18,7.0962,0,2.1726,-9,-7.4996,-11,-7.7602,1.9765,0.0,0.0,0.0,-0.0
3278,0.095,-21,-15.8692,-3,7.2187,0,2.1678,-9,-7.4886,-11,-7.7479,1.9765,0.0,0.0,0.0,-0.0
3289,0.097,-21,-15.8695,-18,7.3317,0,2.1623,6,-7.4771,4,-7.7358,1.9765,0.0,0.0,0.0,0.0
3298,0.096,-21,-15.8715,12,7.4369,0,2.1563,-9,-7.4638,-11,-7.7226,1.9765,0.0,0.0,0.0,0.0
3307,0.095,-21,-15.8753,-18,7.5355,0,2.1496,-9,-7.4501,4,-7.7082,1.9765,0.0,0.0,0.0,0.0
3317,0.096,-6,-15.8795,12,7.6279,0,2.1424,-9,-7.4373,-11,-7.6926,1.9765,0.0,0.0,0.0,0.0
3326,0.096,-21,-15.8827,-18,7.7141,0,2.1346,-9,-7.4254,-11,-7.6774,1.9765,0.0,0.0,0.0,0.0
3336,0.096,-21,-15.8864,-18,7.7916,0,2.1262,-9,-7.4143,-11,-7.6637,1.9765,0.0,0.0,0.0,0.0
3346,0.096,-21,-15.8917,-3,7.8594,0,2.1173,-24,-7.4054,4,-7.6502,1.9765,0.0,0.0,0.0,0.0
3355,0.095,-21,-15.8987,-18,7.9189,0,2.108,-9,-7.4,4,-7.6343,1.9765,0.0,0.0,0.0,0.0
3364,0.095,-21,-15.9073,-18,7.9691,30,2.1007,-9,-7.3966,-11,-7.6161,1.9765,0.0,0.0,0.0,0.0
3375,0.097,9,-15.9148,-18,8.0088,15,2.0995,-9,-7.3938,4,-7.5969,1.9765,0.0,0.0,0.0,0.0
3384,0.095,-6,-15.9173,-18,8.0383,15,2.1042,-9,-7.3916,-11,-7.5768,1.9765,0.0,0.0,0.0,0.0
3393,0.095,-21,-15.9163,-3,8.0593,0,2.112,-9,-7.3901,-26,-7.5584,1.9765,0.0,0.0,0.0,0.0
3403,0.096,-21,-15.9158,12,8.0758,0,2.1201,-9,-7.3892,-11,-7.5443,1.9765,0.0,0.0,0.0,0.0
3412,0.095,-21,-15.9171,-3,8.0906,15,2.1286,-9,-7.3889,4,-7.5318,1.9765,0.0,0.0,0.0,0.0
3422,0.096,-21,-15.9201,-3,8.1024,0,2.1387,-9,-7.3891,-11,-7.5182,1.9765,0.0,0.0,0.0,0.0
3432,0.096,-21,-15.9248,-3,8.11,0,2.1492,-9,-7.3899,4,-7.5036,1.9765,0.0,0.0,0.0,0.0
3441,0.095,-21,-15.9312,12,8.1149,0,2.1586,6,-7.39,4,-7.4866,1.9715,-0.0526,-0.0474,-0.4986,-0.4488
3450,0.095,-36,-15.9406,12,8.1196,0,2.1671,-9,-7.3879,-11,-7.4674,1.9765,0.0,-0.0047,0.0,-0.0449
3461,0.097,-6,-15.9527,-18,8.123,0,2.1745,-9,-7.3852,-11,-7.4485,1.9765,0.0,-0.0005,0.0,-0.0045
3470,0.095,-21,-15.965,12,8.1224,0,2.181,-9,-7.3831,-11,-7.4315,1.9765,0.0,-0.0,0.0,-0.0004
3480,0.096,-21,-15.9775,102,8.1284,-15,2.1852,-24,-7.383,4,-7.4148,1.9765,0.0,-0.0,0.0,-0.0
3489,0.096,-21,-15.9914,102,8.1593,0,2.1859,-24,-7.3873,4,-7.3959,1.9765,0.0,-0.0,0.0,-0.0
3500,0.097,-21,-16.0066,-3,8.2132,0,2.1845,-9,-7.3961,-11,-7.3747,1.9765,0.0,-0.0,0.0,-0.0
3509,0.097,-6,-16.022,-3,8.2709,0,2.1824,-9,-7.4065,4,-7.3528,1.9765,0.0,-0.0,0.0,-0.0
3518,0.096,-21,-16.036,-3,8.3231,0,2.1796,-9,-7.4173,4,-7.3288,1.9765,0.0,-0.0,0.0,-0.0
3528,0.096,-21,-16.0501,-18,8.3687,0,2.1761,-9,-7.4282,-11,-7.3028,1.9765,0.0,-0.0,0.0,-0.0
3537,0.096,-6,-16.0642,27,8.4091,0,2.1719,-9,-7.4395,-11,-7.2774,1.9765,0.0521,0.0469,0.9817,0.8835
3548,0.098,-6,-16.0757,-33,8.4457,0,2.167,-9,-7.451,109,-7.2434,1.9765,0.0,0.0047,0.0,0.0884
3557,0.096,-6,-16.0834,-18,8.4734,0,2.1615,6,-7.4614,-11,-7.1906,1.9715,-0.0521,-0.0464,-0.4834,-0.4262
3566,0.096,-21,-16.0887,-3,8.4911,0,2.1554,-9,-7.4695,-11,-7.13,1.9765,0.0,-0.0046,0.0,-0.0426
3576,0.096,-21,-16.0942,87,8.5108,0,2.1487,6,-7.4752,4,-7.071,1.9765,0.0,-0.0005,0.0,-0.0043
3586,0.097,-6,-16.1001,27,8.5445,0,2.1415,-9,-7.4787,-11,-7.0123,1.9765,0.0,-0.0,0.0,-0.0004
3596,0.096,-21,-16.1048,-3,8.5863,15,2.135,-9,-7.4814,-11,-6.9553,1.9765,0.0,-0.0,0.0,-0.0
3605,0.096,-21,-16.1098,-3,8.6257,0,2.1305,-9,-7.4845,-11,-6.9012,1.9765,0.0,-0.0,0.0,-0.0
3614,0.096,-21,-16.1164,12,8.6612,0,2.1267,-24,-7.4893,4,-6.8486,1.9765,0.0,-0.0,0.0,-0.0
3624,0.096,-21,-16.1246,-3,8.6943,15,2.1236,-9,-7.4972,-11,-6.7962,1.9765,0.0,-0.0,0.0,-0.0
3634,0.097,-21,-16.1342,-3,8.7238,0,2.1225,-24,-7.5081,-11,-6.7454,1.9765,0.0,-0.0,-0.4832,-0.4349
3644,0.096,-21,-16.1453,-123,8.7378,-15,2.1207,-9,-7.5218,-11,-6.6974,1.9765,0.0,-0.0,0.0,-0.0435
3653,0.096,-21,-16.1578,-3,8.7263,0,2.1155,-9,-7.537,4,-6.6509,1.9765,0.0521,0.0469,0.9717,0.8702
3663,0.097,-21,-16.1717,-3,8.7004,0,2.1084,-9,-7.5523,-11,-6.6044,1.9765,0.0,0.0047,0.0,0.087
3673,0.097,-6,-16.1856,-3,8.6711,0,2.1007,-9,-7.5677,-11,-6.5595,1.9815,0.0515,0.0469,0.4831,0.4435
3683,0.097,-6,-16.1969,12,8.6397,15,2.0938,-9,-7.5833,-11,-6.5172,1.9765,0.0,0.0047,0.0,0.0443
3692,0.096,-21,-16.2056,102,8.617,0,2.089,-24,-7.6002,4,-6.4764,1.9765,0.0,0.0005,0.0,0.0044
3701,0.096,-21,-16.2145,-3,8.6105,0,2.085,6,-7.6185,-11,-6.4356,1.9715,-0.0521,-0.0468,-0.4878,-0.4386
3712,0.098,-21,-16.2248,27,8.612,0,2.0803,-9,-7.6355,4,-6.3948,1.9765,0.0,-0.0047,0.0,-0.0439
3721,0.097,-21,-16.2365,12,8.616,15,2.0763,-9,-7.6511,4,-6.3527,1.9765,0.0,-0.0005,0.0,-0.0044
3731,0.097,-21,-16.2496,-3,8.621,0,2.0743,-9,-7.6669,-11,-6.3095,1.9765,0.0,-0.0,0.0,-0.0004
3740,0.096,-21,-16.264,102,8.6324,-15,2.0716,-9,-7.6827,-11,-6.2677,1.9765,0.0,-0.0,0.0,-0.0
3750,0.097,-21,-16.2797,-3,8.6578,0,2.0657,-9,-7.6986,-26,-6.23,1.9765,0.0,-0.0,-0.4832,-0.4349
3760,0.097,-21,-16.2966,-3,8.6877,0,2.0578,-9,-7.7144,-11,-6.1976,1.9715,-0.0515,-0.0464,-0.4783,-0.4739
3770,0.097,-6,-16.3134,12,8.714,-15,2.0481,6,-7.7291,4,-6.1677,1.9765,-0.0515,-0.051,-1.0092,-0.9557
3779,0.096,-21,-16.3288,-3,8.7382,0,2.0354,-9,-7.7411,4,-6.1364,1.9765,0.0,-0.0051,0.0,-0.0956
3789,0.097,-21,-16.3442,-3,8.7588,0,2.0209,6,-7.7506,-11,-6.1036,1.9765,0.0,-0.0005,0.0,-0.0096
3799,0.098,-21,-16.3607,12,8.7762,-15,2.0048,-9,-7.7577,-11,-6.0722,1.9765,0.051,0.0459,0.9459,0.8503
3809,0.097,-21,-16.3785,-3,8.7916,-15,1.9844,-9,-7.7637,-11,-6.0432,1.9765,0.0,0.0046,0.0,0.085
3818,0.097,-6,-16.3961,-18,8.8024,15,1.9613,-9,-7.77,-11,-6.0168,1.9765,0.0,0.0005,0.0,0.0085
3828,0.097,-6,-16.4108,-3,8.8062,0,1.9394,-9,-7.7766,-11,-5.9929,1.9765,0.0,0.0,0.0,0.0009
3837,0.097,-6,-16.4216,-3,8.8044,0,1.9187,6,-7.7821,4,-5.97,1.9765,0.0,0.0,0.0,0.0001
3847,0.097,-6,-16.4284,-3,8.7985,-15,1.8965,-9,-7.7852,-11,-5.9468,1.9765,0.0,0.0,0.0,0.0
3856,0.096,-21,-16.4327,-3,8.7886,120,1.8822,6,-7.7861,-11,-5.9247,1.9765,0.0521,0.0469,0.9715,0.8744
3866,0.096,-21,-16.4371,57,8.7801,-15,1.8861,-24,-7.786,4,-5.9037,1.9765,0.0,0.0047,0.5316,0.5659
3875,0.096,-21,-16.4431,12,8.7795,90,1.9049,-9,-7.7877,4,-5.881,1.9715,-0.0521,-0.0464,-0.4834,-0.3785
3886,0.097,-6,-16.4492,-3,8.7827,-15,1.9358,6,-7.7898,-11,-5.8568,1.9765,0.0,-0.0046,0.0,-0.0378
3895,0.096,-21,-16.454,102,8.7923,15,1.9718,-9,-7.7896,-11,-5.8337,1.9765,0.0,-0.0005,-0.4778,-0.4338
3905,0.096,-6,-16.4577,-3,8.8159,0,2.0075,-9,-7.7885,4,-5.8117,1.9765,0.0,-0.0,0.0,-0.0434
3914,0.096,-21,-16.4603,-3,8.8439,-15,2.0415,-9,-7.7879,-11,-5.7895,1.9765,0.0,-0.0,0.0,-0.0043
3924,0.096,-21,-16.4631,12,8.8684,0,2.0713,-9,-7.7877,-11,-5.7684,1.9765,0.0,-0.0,0.0,-0.0004
3934,0.097,-21,-16.4674,-3,8.8907,0,2.0982,-9,-7.788,-11,-5.7497,1.9765,0.0,-0.0,0.0,-0.0
3944,0.097,-21,-16.4732,147,8.9227,0,2.1237,6,-7.7873,-11,-5.7333,1.9765,0.0,-0.0,0.0,-0.0
3953,0.097,-6,-16.4791,-18,8.9747,0,2.1478,6,-7.7832,4,-5.7179,1.9765,0.0,-0.0,-0.4832,-0.4349
3963,0.097,-6,-16.4825,12,9.033,0,2.1705,96,-7.7664,4,-5.7008,1.9765,0.0,-0.0,0.0,-0.0435
